1;1
2;1.15738
3;1.05637
4;1.99872
5;1.87566
6;1.74059
7;2.16658
8;1.44829
9;1.71171
10;1.19841
11;1.39017
12;2.2983
13;2.10607
14;2.52871
15;3.40789
16;3.97271
17;3.94113
18;3.92982
19;3.07843
20;3.57346
21;3.38587
22;3.81089
23;4.45595
24;3.88585
25;3.77724
26;3.2708
27;2.52555
28;2.16855
29;1.71074
30;1.55645
31;1.94713
32;2.52115
33;2.40399
34;3.05453
35;3.62503
36;4.5951
37;5.53485
38;5.46408
39;6.37363
40;6.90177
41;6.53696
42;5.93788
43;6.81092
44;7.50268
45;8.03576
46;8.26928
47;9.20955
48;8.96811
49;8.20745
50;7.433
51;6.64559
52;5.75877
53;6.12653
54;7.09085
55;6.42096
56;7.18452
57;6.40383
58;7.18131
59;6.99702
60;6.21923
61;5.64497
62;5.2955
63;5.29874
64;4.30932
65;5.21079
66;4.50869
67;5.24345
68;4.59288
69;3.71794
70;4.59808
71;5.30716
72;5.18196
73;5.11031
74;5.72482
75;6.70913
76;7.48892
77;6.94197
78;6.78909
79;6.85256
80;5.92781
81;5.60241
82;5.76095
83;4.79324
84;4.87221
85;5.46667
86;5.86976
87;5.93342
88;6.27614
89;6.71142
90;5.87615
91;5.68924
92;5.55612
93;4.87836
94;5.11107
95;5.94977
96;6.7666
97;6.0141
98;6.34854
99;6.30695
100;5.96109
