1;5.46302;0;13.9578;0
2;5.01251;0.450509;13.7425;0.215215
3;5.02202;0.260275;14.8614;1.12575
4;5.13056;0.213665;14.7023;0.811778
5;5.15663;0.167546;15.1395;0.765852
6;5.05482;0.170532;15.5058;0.724727
7;5.15264;0.174189;15.234;0.670094
8;5.27205;0.192396;15.0594;0.606018
9;5.29155;0.170794;14.8691;0.567329
10;5.21855;0.169309;15.0236;0.530432
11;5.28876;0.168472;14.8674;0.504578
12;5.29618;0.153973;14.9576;0.469367
13;5.25326;0.147996;15.0159;0.435662
14;5.21926;0.141172;14.9407;0.410294
15;5.28936;0.148951;14.9203;0.382505
16;5.35865;0.155609;14.7461;0.397961
17;5.33168;0.148636;14.7417;0.373845
18;5.31878;0.140728;14.8952;0.384435
19;5.3283;0.133456;14.8938;0.363642
20;5.31679;0.12713;14.8699;0.345804
21;5.30548;0.121452;14.9214;0.332927
22;5.34367;0.121934;14.8607;0.323174
23;5.34113;0.11654;14.9315;0.316815
24;5.33853;0.111608;15.0087;0.312997
25;5.34063;0.107072;15.0224;0.300526
26;5.34509;0.102968;15.0022;0.289439
27;5.31036;0.104995;15.019;0.279021
28;5.29107;0.102998;15.0812;0.275971
29;5.29519;0.0994682;15.1049;0.267336
30;5.30478;0.096573;15.0538;0.263281
31;5.29113;0.0943987;15.0624;0.254791
32;5.31189;0.0937289;15.0531;0.246872
33;5.30388;0.0911964;15.107;0.24525
34;5.30659;0.088515;15.0496;0.244739
35;5.30152;0.0860982;15.0745;0.238943
36;5.30129;0.0836727;15.065;0.232404
37;5.29694;0.0814958;15.1003;0.228765
38;5.30099;0.0794254;15.0433;0.229827
39;5.28745;0.078539;15.0402;0.223879
40;5.32956;0.0873722;14.9777;0.226983
41;5.30207;0.0895403;14.9638;0.22181
42;5.32504;0.0903519;14.9898;0.218014
43;5.31867;0.0884554;14.969;0.213898
44;5.33141;0.0873551;14.9346;0.211782
45;5.33117;0.0853921;14.9356;0.207025
46;5.34636;0.0848854;14.8845;0.208804
47;5.34966;0.0831253;14.9076;0.20561
48;5.34849;0.0813835;14.9144;0.201397
49;5.35604;0.0800623;14.8962;0.198082
50;5.36972;0.0796296;14.9028;0.194191
51;5.37574;0.0782844;14.9232;0.19144
52;5.37773;0.0767899;14.9104;0.188164
53;5.40335;0.0795664;14.8749;0.187948
54;5.38929;0.079336;14.8807;0.184524
55;5.39591;0.0781609;14.8509;0.183577
56;5.38449;0.0775967;14.8554;0.180327
57;5.37537;0.0767664;14.8879;0.18008
58;5.36979;0.0756378;14.8832;0.177008
59;5.36422;0.0745531;14.8487;0.177385
60;5.36562;0.0733134;14.8744;0.176287
61;5.3618;0.0722026;14.8792;0.173441
62;5.35667;0.071213;14.8819;0.170642
63;5.36212;0.0702851;14.8848;0.167937
64;5.35992;0.0692133;14.9441;0.175603
65;5.37382;0.0695448;14.9399;0.172932
66;5.34692;0.0735789;15.0254;0.190543
67;5.33766;0.0730616;15.0366;0.188014
68;5.34187;0.0721023;15.0634;0.187152
69;5.33752;0.0711829;15.0697;0.18453
70;5.33584;0.0701786;15.0849;0.182506
71;5.35539;0.0718931;15.0742;0.180235
72;5.35678;0.0709011;15.0702;0.177759
73;5.35107;0.0701552;15.0798;0.175567
74;5.35058;0.0692024;15.0591;0.174409
75;5.35568;0.0684631;15.0365;0.173541
76;5.36897;0.0688526;15.0201;0.172029
77;5.37428;0.0681591;15.0173;0.169804
78;5.37091;0.0673638;15.0075;0.167898
79;5.37361;0.0665603;15.0078;0.16576
80;5.37899;0.0659428;14.9953;0.164147
81;5.378;0.065131;15.0095;0.162725
82;5.37729;0.0643358;15.0351;0.162758
83;5.36968;0.0640103;15.0308;0.160843
84;5.36676;0.063311;15.0371;0.159043
85;5.38585;0.0654101;15.0159;0.158595
86;5.38834;0.0646931;15.0221;0.156865
87;5.37929;0.0645827;15.0227;0.155052
88;5.38932;0.0646267;15.0333;0.153644
89;5.38749;0.0639224;15.0364;0.151939
90;5.38295;0.0633712;15.035;0.150248
91;5.37982;0.0627489;15.0396;0.148659
92;5.37881;0.0620713;15.0485;0.147306
93;5.37645;0.0614454;15.0379;0.1461
94;5.37273;0.0609022;15.0336;0.144603
95;5.38317;0.0611558;15.0328;0.143075
96;5.38483;0.0605381;15.0171;0.14244
97;5.37745;0.0603636;15.0408;0.142943
98;5.37099;0.0600926;15.0481;0.141663
99;5.35962;0.0605593;15.0523;0.140287
100;5.36533;0.0602213;15.0533;0.138881
