1;5.55469;0;17.0181;0
2;5.26841;0.286286;16.0364;0.981702
3;5.38808;0.204065;15.7885;0.618613
4;5.50927;0.188431;15.7375;0.440397
5;5.59731;0.170459;15.3578;0.510372
6;5.61221;0.139974;15.2622;0.42756
7;5.54123;0.137959;15.4702;0.416971
8;5.48222;0.133255;15.4157;0.365202
9;5.47206;0.117958;15.0538;0.484468
10;5.47345;0.105514;15.3568;0.528734
11;5.44287;0.10022;15.3105;0.480488
12;5.4596;0.0930057;15.2814;0.439588
13;5.54927;0.123934;15.2226;0.408614
14;5.49811;0.12563;15.3997;0.417711
15;5.52943;0.121078;15.3568;0.391231
16;5.5771;0.122881;15.2701;0.376092
17;5.59338;0.116569;15.1933;0.36152
18;5.60081;0.110153;15.0861;0.357325
19;5.58382;0.10557;15.0747;0.338186
20;5.56701;0.101552;15.0083;0.327635
21;5.5474;0.0985674;14.9997;0.311763
22;5.52999;0.0955785;14.9588;0.300047
23;5.54604;0.0927273;14.8999;0.29269
24;5.54237;0.0888556;14.9337;0.282262
25;5.54037;0.0852508;14.9366;0.270752
26;5.5213;0.0840949;15.0429;0.280994
27;5.51483;0.0811791;15.0671;0.271465
28;5.52919;0.0795343;15.0223;0.265396
29;5.51286;0.0784609;15.049;0.257472
30;5.50812;0.0759486;15.0812;0.250816
31;5.52545;0.0754751;15.1414;0.249953
32;5.53265;0.073432;15.1611;0.242812
33;5.5368;0.0712928;15.1612;0.235339
34;5.52991;0.0695067;15.157;0.228352
35;5.52533;0.0676469;15.1362;0.222704
36;5.51015;0.0674704;15.1115;0.21784
37;5.5033;0.0659777;15.1128;0.211875
38;5.54488;0.0765056;15.0891;0.207583
39;5.5437;0.0745275;15.0777;0.202513
40;5.54663;0.0726996;15.0817;0.197427
41;5.55213;0.0711171;15.1021;0.193628
42;5.55686;0.0695638;15.0797;0.19028
43;5.57213;0.0696227;15.0558;0.187345
44;5.58604;0.0694298;15.0003;0.191247
45;5.5512;0.0762908;15.0559;0.195035
46;5.52548;0.078923;15.0515;0.190799
47;5.53802;0.0782377;15.0189;0.189526
48;5.50538;0.0832554;15.0214;0.185553
49;5.50034;0.0816946;15.0013;0.182835
50;5.4849;0.081518;15.0606;0.188692
51;5.47262;0.0808419;15.0402;0.186073
52;5.45621;0.0809541;15.045;0.182521
53;5.46008;0.0795065;15.016;0.181367
54;5.43577;0.0817187;15.0222;0.178083
55;5.43983;0.0803218;15.0085;0.175349
56;5.43069;0.0794022;15.0392;0.174906
57;5.43061;0.0779968;15.0351;0.171859
58;5.44078;0.0773121;15.0284;0.169002
59;5.44898;0.0764317;14.9869;0.171213
60;5.46113;0.0761231;14.9702;0.169169
61;5.45582;0.0750528;14.9738;0.166414
62;5.46441;0.0743302;14.9755;0.163716
63;5.46558;0.0731501;14.9786;0.161127
64;5.46301;0.0720437;14.9757;0.158616
65;5.46954;0.0712263;14.9506;0.158157
66;5.48211;0.071257;14.9104;0.160856
67;5.49734;0.0718177;14.8906;0.159669
68;5.49885;0.0707698;14.8863;0.157364
69;5.50047;0.0697555;14.9098;0.156844
70;5.48488;0.0704967;14.9612;0.162917
71;5.49478;0.0701976;14.9606;0.160607
72;5.50089;0.0694849;14.9503;0.1587
73;5.49705;0.0686342;14.9448;0.156607
74;5.49964;0.0677502;14.9359;0.154732
75;5.50673;0.0672154;14.9406;0.152729
76;5.50694;0.0663254;14.9448;0.150764
77;5.50181;0.0656588;14.9391;0.148904
78;5.49886;0.0648787;14.9332;0.1471
79;5.5001;0.0640642;14.9295;0.145274
80;5.49142;0.0638507;14.9222;0.14363
81;5.5005;0.063707;14.9092;0.142442
82;5.49104;0.0636324;14.9224;0.14131
83;5.48505;0.0631453;14.924;0.139607
84;5.48983;0.0625718;14.9246;0.137936
85;5.4897;0.0618314;14.9417;0.13737
86;5.48764;0.0611431;14.9415;0.135764
87;5.48072;0.0608315;14.9413;0.134194
88;5.47903;0.06016;14.9498;0.132934
89;5.48241;0.0595764;14.9251;0.133725
90;5.47889;0.059016;14.9454;0.133779
91;5.49283;0.0600064;14.9324;0.132935
92;5.49205;0.0593557;14.9184;0.132233
93;5.49574;0.05883;14.9188;0.130804
94;5.50419;0.0588114;14.8965;0.131306
95;5.50174;0.0582408;14.8934;0.129954
96;5.50424;0.0576854;14.9126;0.130014
97;5.50019;0.0572312;14.911;0.128676
98;5.49893;0.0566582;14.9093;0.127368
99;5.50447;0.056356;14.8938;0.127018
100;5.49623;0.0563945;14.915;0.127516
