1;-0.034612;0
2;-0.0345826;2.93918e-05
3;-0.0345683;2.2164e-05
4;-0.0345636;1.6383e-05
5;-0.0345611;1.29309e-05
6;-0.0345614;1.05639e-05
7;-0.0345626;9.00566e-06
8;-0.0345639;7.90225e-06
9;-0.0345669;7.59389e-06
10;-0.0345692;7.15763e-06
11;-0.0345719;7.00406e-06
12;-0.0345719;6.39384e-06
13;-0.0345733;6.06755e-06
14;-0.034574;5.65732e-06
15;-0.0345717;5.74524e-06
16;-0.0345703;5.54682e-06
17;-0.0345706;5.21728e-06
18;-0.0345695;5.05004e-06
19;-0.0345691;4.79518e-06
20;-0.0345695;4.56825e-06
21;-0.0345687;4.4107e-06
22;-0.0345691;4.21947e-06
23;-0.0345696;4.06391e-06
24;-0.03457;3.91209e-06
25;-0.0345696;3.77319e-06
26;-0.0345702;3.67293e-06
27;-0.0345697;3.56341e-06
28;-0.0345714;3.84725e-06
29;-0.0345725;3.85787e-06
30;-0.0345728;3.73679e-06
31;-0.0345747;4.12627e-06
32;-0.0345758;4.13402e-06
33;-0.0345755;4.01857e-06
34;-0.0345747;3.97641e-06
35;-0.0345744;3.87038e-06
36;-0.0345738;3.80993e-06
37;-0.0345744;3.75664e-06
38;-0.0345743;3.6587e-06
39;-0.0345738;3.60672e-06
40;-0.0345734;3.53325e-06
41;-0.034574;3.49473e-06
42;-0.0345742;3.41841e-06
43;-0.0345735;3.41768e-06
44;-0.0345743;3.44207e-06
45;-0.0345743;3.36472e-06
46;-0.0345741;3.29594e-06
47;-0.0345747;3.28068e-06
48;-0.0345754;3.27346e-06
49;-0.0345762;3.30336e-06
50;-0.0345768;3.28966e-06
51;-0.0345768;3.22465e-06
52;-0.0345767;3.16495e-06
53;-0.0345765;3.11185e-06
54;-0.0345762;3.06356e-06
55;-0.0345763;3.00846e-06
56;-0.0345763;2.95424e-06
57;-0.0345761;2.9087e-06
58;-0.0345763;2.86148e-06
59;-0.034576;2.82594e-06
60;-0.034576;2.77852e-06
61;-0.0345758;2.74404e-06
62;-0.0345762;2.73808e-06
63;-0.0345761;2.69689e-06
64;-0.0345763;2.66151e-06
65;-0.0345767;2.64732e-06
66;-0.0345766;2.6078e-06
67;-0.0345767;2.57097e-06
68;-0.0345772;2.58146e-06
69;-0.0345776;2.57693e-06
70;-0.0345782;2.59298e-06
71;-0.0345783;2.5579e-06
72;-0.0345782;2.52471e-06
73;-0.0345781;2.49064e-06
74;-0.0345782;2.45827e-06
75;-0.0345781;2.42629e-06
76;-0.0345777;2.41516e-06
77;-0.0345777;2.38379e-06
78;-0.034578;2.36998e-06
79;-0.0345776;2.36128e-06
80;-0.0345773;2.3611e-06
81;-0.0345773;2.33188e-06
82;-0.0345772;2.30583e-06
83;-0.0345775;2.29283e-06
84;-0.0345773;2.268e-06
85;-0.0345773;2.24123e-06
86;-0.0345769;2.26625e-06
87;-0.0345765;2.26477e-06
88;-0.0345764;2.24671e-06
89;-0.0345756;2.34322e-06
90;-0.0345753;2.33884e-06
91;-0.0345751;2.33012e-06
92;-0.0345748;2.30883e-06
93;-0.0345745;2.3067e-06
94;-0.0345743;2.29527e-06
95;-0.0345741;2.27886e-06
96;-0.034574;2.25959e-06
97;-0.0345742;2.25602e-06
98;-0.0345744;2.2382e-06
99;-0.0345744;2.21574e-06
100;-0.0345744;2.19347e-06
