1 1.19991 0
2 1.1961 0.00381212
3 1.1961 0.00220093
4 1.19638 0.00158184
5 1.19686 0.00131531
6 1.19565 0.00161567
7 1.19522 0.0014319
8 1.19639 0.00170696
9 1.1972 0.00170859
10 1.19785 0.00165984
11 1.19879 0.00176942
12 1.19973 0.00186987
13 1.2008 0.00202463
14 1.20071 0.00187633
15 1.20027 0.00180259
16 1.20242 0.00273681
17 1.2025 0.00257194
18 1.20108 0.00280927
19 1.20099 0.00265896
20 1.20074 0.00253476
21 1.2012 0.00245403
22 1.20163 0.00238071
23 1.20196 0.00229784
24 1.20244 0.00225171
25 1.20229 0.00216492
26 1.20317 0.00225712
27 1.20429 0.00244364
28 1.20539 0.0026024
29 1.20623 0.00264524
30 1.20683 0.00262688
31 1.20817 0.00286977
32 1.20959 0.00312064
33 1.21039 0.00312799
34 1.21097 0.00309046
35 1.21163 0.00307322
36 1.21298 0.00327429
37 1.21356 0.00323815
38 1.21399 0.00318054
39 1.21492 0.00323482
40 1.21556 0.00321674
41 1.21624 0.00321052
42 1.21737 0.0033308
43 1.21845 0.00342798
44 1.21939 0.00347777
45 1.22038 0.00353955
46 1.22147 0.00363114
47 1.22232 0.00365397
48 1.22297 0.00363479
49 1.22396 0.00369538
50 1.22467 0.00368864
51 1.2251 0.00364138
52 1.22537 0.00358088
53 1.22595 0.00356076
54 1.22644 0.00352841
55 1.22681 0.00348361
56 1.22713 0.0034351
57 1.22722 0.00337564
58 1.22787 0.0033796
59 1.2284 0.00336368
60 1.22903 0.00336713
61 1.22961 0.00336132
62 1.22987 0.00331663
63 1.23017 0.00327805
64 1.2307 0.00326922
65 1.23124 0.00326273
66 1.23149 0.00322257
67 1.23167 0.0031797
68 1.23188 0.00313957
69 1.23219 0.00310918
70 1.23237 0.00306962
71 1.23256 0.00303174
72 1.23274 0.00299481
73 1.23269 0.00295382
74 1.23244 0.00292421
75 1.23247 0.00288508
76 1.23238 0.00284839
77 1.23236 0.00281125
78 1.23213 0.00278377
79 1.23188 0.00275997
80 1.23179 0.00272662
81 1.23167 0.00269553
82 1.23136 0.00268045
83 1.23099 0.00267454
84 1.23067 0.00266117
85 1.23037 0.00264729
86 1.23013 0.00262689
87 1.22988 0.00260822
88 1.2295 0.00260707
89 1.22902 0.00262211
90 1.22848 0.00264775
91 1.22809 0.00264726
92 1.22767 0.00265208
93 1.22729 0.00265025
94 1.22686 0.00265741
95 1.22652 0.00265098
96 1.22632 0.00263082
97 1.22611 0.00261248
98 1.22583 0.00260092
99 1.22562 0.00258282
100 1.22539 0.00256691
