1;25.2626;0
2;25.2123;0.0502602
3;25.1549;0.0643288
4;25.1531;0.0455223
5;25.1509;0.0353313
6;25.1565;0.0293736
7;25.1616;0.0253544
8;25.1495;0.0250708
9;25.1697;0.0299755
10;25.1645;0.0273256
11;25.1236;0.0477073
12;25.1581;0.0555133
13;25.1767;0.054361
14;25.1564;0.0542776
15;25.1021;0.0741968
16;25.0702;0.076376
17;25.0401;0.0777815
18;24.9811;0.0941186
19;24.9445;0.0962809
20;24.9119;0.0969795
21;24.872;0.100507
22;24.8344;0.102922
23;24.8116;0.100958
24;24.7964;0.097858
25;24.7777;0.0956961
26;24.7567;0.0942973
27;24.7623;0.0909035
28;24.769;0.0878556
29;24.7608;0.0851675
30;24.7451;0.0837568
31;24.7443;0.081014
32;24.7504;0.0786735
33;24.7591;0.0767568
34;24.774;0.0759277
35;24.781;0.0740607
36;24.78;0.0719802
37;24.7965;0.0719208
38;24.8181;0.0732438
39;24.8241;0.0715951
40;24.8338;0.0704584
41;24.8387;0.0688893
42;24.8468;0.0677201
43;24.852;0.0663272
44;24.8554;0.0648938
45;24.8515;0.0635603
46;24.8513;0.0621632
47;24.8453;0.0611229
48;24.8432;0.0598728
49;24.8443;0.0586485
50;24.8335;0.0584757
51;24.8264;0.0577519
52;24.8277;0.0566442
53;24.8322;0.0557569
54;24.8367;0.0548969
55;24.8357;0.0538984
56;24.8392;0.0530363
57;24.8467;0.0526369
58;24.8484;0.0517496
59;24.848;0.0508669
60;24.8472;0.0500166
61;24.8437;0.0493198
62;24.8411;0.0485833
63;24.8394;0.0478392
64;24.8329;0.0475236
65;24.825;0.0474583
66;24.819;0.0471086
67;24.8097;0.0473227
68;24.8034;0.0470446
69;24.7957;0.0469978
70;24.7874;0.0470559
71;24.7788;0.0471887
72;24.7682;0.0477191
73;24.7588;0.047985
74;24.7519;0.0478388
75;24.746;0.0475582
76;24.7348;0.0482639
77;24.7251;0.0486031
78;24.7198;0.0482673
79;24.7136;0.048057
80;24.7078;0.0477988
81;24.7017;0.0476041
82;24.6981;0.0471507
83;24.6958;0.0466384
84;24.6904;0.0463932
85;24.6836;0.0463523
86;24.6798;0.0459689
87;24.6777;0.0454814
88;24.6761;0.0449914
89;24.6751;0.0444947
90;24.6686;0.0444782
91;24.6642;0.0442014
92;24.6659;0.0437502
93;24.6658;0.0432775
94;24.6637;0.0428637
95;24.6649;0.0424276
96;24.6685;0.0421326
97;24.6713;0.0417867
98;24.671;0.041359
99;24.673;0.0409916
100;24.6735;0.0405819
